,Month,temp,humidity,dew,precipcover,tempmax,tempmin,windspeed
0,2009-01-01,26.980645161290322,79.12903225806451,22.903225806451612,2.284838709677419,32.3,23.7,24.690322580645162
1,2009-02-01,27.464285714285715,80.90357142857144,23.675,3.4225,34.0,23.7,19.385714285714283
2,2009-03-01,27.39032258064516,85.04193548387097,24.48709677419355,9.678709677419356,33.5,22.9,14.687096774193549
3,2009-04-01,28.56,82.19333333333334,25.063333333333333,5.972333333333334,34.1,24.7,12.676666666666668
4,2009-05-01,28.94516129032258,81.61612903225806,25.322580645161292,5.914516129032258,34.0,23.9,13.880645161290323
5,2009-06-01,29.15,78.8,24.9,4.5840000000000005,34.1,24.8,15.033333333333333
6,2009-07-01,28.283870967741933,80.03548387096774,24.348387096774193,7.392258064516129,32.8,23.6,17.11935483870968
7,2009-08-01,28.36774193548387,79.76451612903226,24.361290322580647,6.451612903225806,33.5,23.2,15.670967741935485
8,2009-09-01,28.473333333333336,81.38333333333334,24.826666666666664,5.556,33.3,23.7,15.34
9,2009-10-01,28.33225806451613,83.36774193548388,25.103225806451615,7.796129032258064,33.5,24.1,16.296774193548387
10,2009-11-01,27.509999999999998,86.38666666666667,24.923333333333336,13.056000000000001,34.3,23.9,14.55
11,2009-12-01,27.335483870967742,87.71935483870968,25.03548387096774,10.483870967741936,33.0,24.1,14.529032258064515
12,2010-01-01,27.70967741935484,83.68709677419355,24.58709677419355,2.2851612903225806,32.9,23.0,14.66451612903226
13,2010-02-01,28.86785714285714,78.69642857142857,24.599999999999998,0.7442857142857143,34.4,24.6,18.45357142857143
14,2010-03-01,28.603225806451615,77.78064516129032,24.074193548387097,3.4948387096774196,35.2,24.6,17.967741935483872
15,2010-04-01,28.753333333333334,80.86999999999999,24.916666666666668,5.694999999999999,35.2,23.3,13.32
16,2010-05-01,29.335483870967742,78.74516129032257,25.05483870967742,5.645806451612904,35.2,23.3,10.66451612903226
17,2010-06-01,28.433333333333334,80.6,24.626666666666665,5.972333333333334,33.3,23.9,11.1
18,2010-07-01,27.838709677419356,81.75806451612904,24.274193548387096,5.914193548387097,34.0,23.6,16.316129032258065
19,2010-08-01,27.97741935483871,80.64193548387097,24.164516129032258,4.70483870967742,33.5,23.0,16.64516129032258
20,2010-09-01,28.10666666666667,79.95666666666666,24.13,3.8890000000000002,33.2,23.4,14.41
21,2010-10-01,28.496774193548386,79.33548387096775,24.345161290322583,3.898387096774193,34.6,23.0,11.538709677419355
22,2010-11-01,27.63,82.67333333333333,24.2,7.2219999999999995,33.7,23.8,11.443333333333333
23,2010-12-01,27.10967741935484,81.03870967741935,23.38064516129032,5.645483870967742,33.5,23.4,15.23225806451613
24,2011-01-01,26.358064516129033,83.14516129032258,23.103225806451615,7.259032258064516,32.9,22.9,21.274193548387096
25,2011-02-01,27.36785714285714,78.43928571428572,23.04642857142857,1.3399999999999999,33.6,23.4,21.567857142857143
26,2011-03-01,27.316129032258065,81.99354838709678,23.758064516129032,5.64483870967742,33.6,23.0,16.42258064516129
27,2011-04-01,28.12,80.85666666666665,24.33,3.4716666666666667,33.8,23.0,12.696666666666665
28,2011-05-01,28.758064516129032,80.19677419354838,24.796774193548387,3.494516129032258,35.4,24.9,12.451612903225806
29,2011-06-01,28.433333333333334,80.57333333333332,24.64,4.167333333333334,33.9,23.7,14.356666666666666
30,2011-07-01,28.783870967741933,77.57741935483871,24.312903225806455,1.747741935483871,32.9,23.7,15.525806451612903
31,2011-08-01,28.20967741935484,80.49354838709678,24.35483870967742,2.9574193548387098,33.1,23.9,15.990322580645161
32,2011-09-01,28.203333333333333,79.77333333333333,24.2,3.6103333333333336,32.9,22.0,17.27
33,2011-10-01,27.700000000000003,84.1774193548387,24.6,5.9148387096774195,33.3,23.0,15.345161290322581
34,2011-11-01,27.416666666666668,85.12666666666668,24.529999999999998,6.389333333333334,33.0,23.6,13.483333333333333
35,2011-12-01,26.932258064516127,85.29032258064517,24.096774193548388,7.930322580645162,33.1,23.1,17.103225806451615
36,2012-01-01,27.154838709677417,82.40322580645162,23.683870967741935,4.70483870967742,33.3,22.1,16.429032258064517
37,2012-02-01,27.56551724137931,81.59655172413794,23.875862068965517,2.443103448275862,33.7,23.0,17.020689655172415
38,2012-03-01,27.387096774193548,83.64516129032258,24.174193548387095,5.914193548387097,33.4,23.4,16.574193548387097
39,2012-04-01,28.066666666666666,81.72,24.41,4.861000000000001,33.7,22.5,11.360000000000001
40,2012-05-01,28.561290322580643,80.20645161290322,24.606451612903225,4.166451612903225,34.3,22.1,14.2
41,2012-06-01,29.113333333333333,76.36,24.34333333333333,1.8063333333333336,33.8,23.0,11.983333333333333
42,2012-07-01,28.10967741935484,79.09677419354838,23.983870967741936,4.032580645161291,32.5,23.0,16.567741935483873
43,2012-08-01,28.225806451612904,78.09032258064516,23.903225806451612,2.6883870967741936,32.8,24.2,16.870967741935484
44,2012-09-01,28.35,77.4,23.80666666666667,2.5,33.8,23.3,17.57
45,2012-10-01,28.248387096774195,78.31612903225808,23.86774193548387,4.300645161290323,34.4,23.9,13.129032258064516
46,2012-11-01,27.5,82.91333333333334,24.146666666666665,6.111666666666666,33.4,24.0,11.116666666666667
47,2012-12-01,27.093548387096774,84.24838709677418,24.061290322580643,9.542903225806452,32.7,22.9,15.838709677419354
48,2013-01-01,27.438709677419357,79.39032258064516,23.31935483870968,4.973225806451613,34.9,22.9,22.387096774193548
49,2013-02-01,26.946428571428573,83.83928571428571,23.792857142857144,9.225357142857144,33.4,23.4,17.396428571428572
50,2013-03-01,28.57741935483871,77.89354838709677,24.13225806451613,2.1509677419354842,34.7,24.3,14.148387096774194
51,2013-04-01,28.706666666666667,79.68333333333334,24.623333333333335,4.8613333333333335,35.4,22.6,11.096666666666666
52,2013-05-01,28.606451612903225,81.00645161290322,24.838709677419356,5.376129032258064,34.9,23.6,11.77741935483871
53,2013-06-01,29.57,72.58333333333333,23.726666666666667,2.5006666666666666,34.9,24.6,16.856666666666666
54,2013-07-01,28.216129032258067,78.53548387096774,23.93548387096774,5.645483870967742,34.5,24.0,17.161290322580644
55,2013-08-01,28.258064516129032,77.50645161290322,23.783870967741933,4.300645161290323,33.2,22.1,16.648387096774194
