,Month,temp,humidity,dew,precipcover,tempmax,tempmin,windspeed
0,2009-01-01,25.23225806451613,60.038709677419355,16.36774193548387,0.13451612903225807,33.0,15.1,15.922580645161291
1,2009-02-01,29.12142857142857,63.975,20.860714285714288,0.14892857142857144,36.0,22.2,15.642857142857142
2,2009-03-01,29.703225806451613,67.2709677419355,22.570967741935487,4.839032258064516,36.4,22.1,22.81935483870968
3,2009-04-01,30.19333333333333,67.17333333333333,22.936666666666667,10.000666666666666,38.1,23.1,19.283333333333335
4,2009-05-01,29.161290322580644,73.76451612903226,23.616129032258065,19.48967741935484,37.1,24.1,18.0258064516129
5,2009-06-01,29.396666666666665,70.81,23.336666666666666,10.417,34.9,22.8,21.853333333333335
6,2009-07-01,28.91290322580645,70.85806451612903,22.83225806451613,13.172580645161291,35.3,24.1,22.45483870967742
7,2009-08-01,29.516129032258064,70.05806451612904,23.19677419354839,13.440967741935484,35.6,23.4,20.774193548387096
8,2009-09-01,28.87,73.36999999999999,23.35666666666667,21.111333333333334,34.9,23.1,20.17
9,2009-10-01,28.358064516129033,76.59354838709677,23.583870967741937,17.606774193548386,34.4,23.1,16.37741935483871
10,2009-11-01,27.626666666666665,64.57,19.953333333333333,3.611666666666667,35.0,19.9,16.696666666666665
11,2009-12-01,27.66774193548387,62.50967741935484,19.387096774193548,1.075483870967742,34.4,21.1,14.483870967741936
12,2010-01-01,27.483870967741936,68.16129032258064,20.683870967741935,4.300967741935484,34.6,20.2,14.89032258064516
13,2010-02-01,29.40357142857143,69.22142857142858,22.775000000000002,1.6371428571428572,35.9,24.2,17.607142857142858
14,2010-03-01,30.164516129032258,62.777419354838706,21.641935483870967,1.2096774193548387,37.5,22.2,19.54516129032258
15,2010-04-01,31.45,64.25666666666667,23.363333333333333,3.0556666666666668,38.5,24.1,21.35666666666667
16,2010-05-01,31.003225806451614,69.17096774193548,24.348387096774193,7.526451612903226,38.3,25.0,19.299999999999997
17,2010-06-01,30.373333333333335,69.33666666666666,23.793333333333333,8.889999999999999,36.4,23.1,20.473333333333336
18,2010-07-01,29.4,72.69032258064516,23.706451612903226,12.903548387096773,35.4,24.8,17.299999999999997
19,2010-08-01,28.43548387096774,76.80322580645162,23.725806451612904,15.053225806451612,34.9,23.9,18.241935483870968
20,2010-09-01,28.603333333333335,77.57,24.046666666666667,13.193999999999999,35.0,23.5,16.84
21,2010-10-01,27.81935483870968,76.43225806451613,23.05483870967742,12.499677419354839,34.7,22.0,16.229032258064517
22,2010-11-01,27.959999999999997,62.37,19.81,0.6946666666666667,34.0,21.0,15.53
23,2010-12-01,27.316129032258065,64.81612903225806,19.73225806451613,1.4787096774193549,33.7,20.0,14.951612903225806
24,2011-01-01,26.47741935483871,57.13870967741936,16.896774193548385,0.4032258064516129,33.2,19.2,16.00967741935484
25,2011-02-01,28.071428571428573,69.17857142857143,21.392857142857142,2.9764285714285714,34.6,21.2,17.525
26,2011-03-01,27.048387096774192,70.36774193548388,20.887096774193548,5.645161290322581,35.5,17.2,18.074193548387097
27,2011-04-01,29.08,73.78,23.61,4.862,35.9,23.2,16.48
28,2011-05-01,29.458064516129035,74.21612903225805,24.112903225806452,9.273870967741935,36.2,24.2,19.26774193548387
29,2011-06-01,29.266666666666666,73.53,23.816666666666666,11.110999999999999,35.2,24.2,22.56
30,2011-07-01,28.63225806451613,75.35806451612903,23.57741935483871,11.559354838709679,36.3,23.7,22.251612903225805
31,2011-08-01,28.60967741935484,75.29032258064517,23.529032258064515,13.844193548387098,35.8,24.0,19.851612903225806
32,2011-09-01,28.346666666666668,76.39,23.543333333333333,13.750666666666667,34.3,24.0,20.516666666666666
33,2011-10-01,28.33225806451613,75.89032258064516,23.41290322580645,10.618387096774194,34.4,22.2,16.067741935483873
34,2011-11-01,29.28666666666667,60.28333333333333,20.41,0.27799999999999997,35.0,22.3,18.623333333333335
35,2011-12-01,26.451612903225808,57.099999999999994,16.990322580645163,0.26903225806451614,33.7,18.0,20.60967741935484
36,2012-01-01,27.92258064516129,66.92903225806452,20.838709677419356,2.823225806451613,34.0,21.0,18.90967741935484
37,2012-02-01,29.079310344827583,69.70689655172414,22.63448275862069,1.8682758620689655,36.2,22.0,19.551724137931036
38,2012-03-01,30.538709677419355,67.03225806451613,23.299999999999997,2.1512903225806452,36.7,25.0,18.15806451612903
39,2012-04-01,31.39,65.27,23.68,3.333666666666667,38.5,24.2,24.10666666666667
